"langname","area","active","alert","attentive","enthusiastic","excited","interested","proud","happy","joyful","delighted","cheerful","lively","energetic","strong","confident","bold","daring","fearless","afraid","scared","nervous","jittery","irritable","hostile","guilty","ashamed","upset","distressed","frightened","shaky","angry","disgusted","sad","lonely","dictsize"
"Spanish","Eurasia",28,36,0,0,24,15,40,46,0,0,15,58,0,173,0,51,34,0,28,24,21,0,61,14,19,17,77,20,38,0,89,0,60,0,56091
"Korean","Eurasia",109,30,0,26,40,40,71,182,0,31,32,48,0,320,0,59,36,0,90,0,74,0,0,29,69,44,49,0,35,22,110,25,138,56,86091
"Squamish","North America",2,4,2,0,8,7,4,15,2,0,0,5,6,33,0,0,0,0,16,12,6,0,3,0,0,3,2,0,14,0,16,0,19,9,5864
"Slovenian","Eurasia",12,0,4,6,11,0,9,32,0,9,10,6,0,18,0,10,7,4,9,0,10,0,5,0,9,0,15,0,7,0,38,0,19,0,11111
"Czech","Eurasia",9,14,0,0,4,0,8,7,3,0,0,6,4,26,0,0,7,2,0,7,2,0,4,0,3,8,11,2,14,5,47,0,12,6,6103
"Czech","Eurasia",7,0,4,3,5,0,13,22,3,0,5,6,3,18,0,17,9,4,0,15,0,0,0,0,15,5,20,0,12,8,43,8,13,0,7995
"Czech","Eurasia",5,2,0,0,0,2,68,17,0,0,0,0,0,22,0,13,2,0,4,0,0,0,0,0,6,0,2,0,2,3,5,0,19,2,10659
"Czech","Eurasia",8,0,4,3,5,0,14,21,3,0,5,6,3,17,0,13,8,4,0,15,0,0,0,2,15,4,21,0,12,8,39,8,12,0,7914
"Latin","Eurasia",17,0,10,4,11,0,5,9,6,0,6,9,0,36,0,11,7,0,11,5,0,0,0,43,21,0,4,0,6,0,18,0,4,8,16963
"Latin","Eurasia",103,13,16,0,16,0,25,57,21,9,17,47,19,255,0,29,23,0,30,0,0,0,11,81,95,18,10,13,0,0,67,0,44,0,50670
"Somali","Africa",5,1,0,0,5,4,0,11,1,0,4,0,1,11,2,0,1,1,11,3,1,0,0,2,5,6,5,0,1,2,18,1,19,3,5526
"Southern Sotho","Africa",2,1,1,0,4,1,23,10,6,0,2,2,0,206,0,4,0,3,32,0,3,0,0,0,7,8,0,4,22,32,91,17,51,0,12595
"Spanish","Eurasia",19,13,0,9,14,0,40,27,0,0,13,19,9,85,0,43,20,0,16,17,16,0,15,0,15,12,91,8,15,0,51,0,20,0,31008
"Spanish","Eurasia",2,2,5,0,4,0,7,6,0,0,2,6,0,12,0,2,4,0,3,0,2,0,0,2,5,6,11,0,3,0,7,0,7,0,7092
"French","Eurasia",7,0,4,2,0,3,3,6,0,0,3,8,0,12,6,13,0,0,0,0,2,0,3,8,7,0,6,0,0,0,0,0,7,0,11945
"Malayalam","Eurasia",7,12,10,0,16,13,11,31,0,18,9,5,4,57,0,8,6,8,0,0,5,0,0,11,6,0,7,13,15,17,23,0,7,10,13336
"Serbian-Croatian-Bosnian","Eurasia",6,3,3,10,6,5,6,10,4,5,0,6,6,24,0,6,0,0,7,3,9,0,0,4,5,7,17,0,6,6,21,4,21,5,7286
"Serbian-Croatian-Bosnian","Eurasia",6,0,0,10,6,5,6,10,4,5,0,6,6,22,0,6,0,0,7,3,9,0,0,4,5,7,17,0,6,6,22,4,16,5,7289
"Indonesian","Papunesia",41,14,0,8,11,23,52,84,15,0,16,9,12,171,0,10,8,0,21,22,36,0,0,8,10,29,14,0,34,11,104,9,70,16,31482
"Vietnamese","Eurasia",9,4,4,0,0,3,18,12,9,0,4,11,0,26,0,11,5,3,20,8,3,0,0,0,5,11,4,0,6,3,19,3,28,6,7454
"Bengali","Eurasia",40,12,33,0,36,0,46,55,10,36,31,9,17,121,0,19,12,21,27,0,10,0,15,30,32,15,14,46,11,0,63,11,33,16,29076
"Bengali","Eurasia",46,16,36,0,44,0,55,63,15,42,37,12,19,139,0,22,0,22,28,0,11,0,16,36,34,20,20,53,16,0,74,13,36,24,32809
"Bengali","Eurasia",47,8,13,8,35,13,22,30,0,0,28,28,0,140,0,33,14,11,0,0,21,0,0,27,33,0,15,0,0,0,35,0,22,0,27892
"Italian","Eurasia",4,2,4,2,0,0,20,3,3,0,4,9,2,18,0,23,5,0,3,0,3,0,0,4,3,0,6,0,0,0,16,0,11,0,5599
"Kotia-Adivasi Oriya-Desiya","Eurasia",19,3,10,3,5,0,8,8,0,0,5,11,3,37,5,14,3,4,3,0,3,0,3,5,7,0,3,0,0,0,18,0,8,4,8762
"Finnish","Eurasia",69,36,0,26,65,69,28,63,0,33,26,62,17,168,20,86,33,0,44,0,45,0,16,0,65,44,39,36,39,0,84,24,93,0,48833
"Swahili","Africa",19,3,3,0,10,0,6,15,0,0,3,0,7,41,4,2,0,3,8,0,10,0,0,2,2,3,6,3,6,0,16,4,8,0,11809
"Swahili","Africa",14,4,3,0,9,0,16,18,0,0,4,0,8,55,4,14,0,6,7,0,7,0,0,0,3,8,5,3,8,0,27,5,12,0,12357
"Swahili","Africa",7,4,3,0,9,5,7,16,0,0,7,4,2,9,3,0,4,0,7,5,5,0,0,0,8,5,8,0,0,2,11,3,4,3,5807
"Swedish","Eurasia",4,0,3,0,0,0,10,5,4,0,4,8,2,14,0,16,7,0,3,0,3,0,0,2,9,4,0,3,0,0,22,0,15,3,7408
"Japanese","Eurasia",19,7,0,0,9,6,36,69,0,5,7,14,0,98,3,38,4,0,38,0,13,0,0,4,15,14,7,6,9,0,19,5,29,8,21884
"Tamil","Eurasia",10,0,3,0,0,3,16,16,0,0,7,0,3,38,0,4,8,2,7,0,0,0,4,5,4,7,7,19,5,0,30,0,3,6,9857
"Tamil","Eurasia",10,0,0,0,2,0,9,5,0,3,7,2,0,45,0,0,3,0,7,0,0,0,0,10,0,6,2,7,7,0,27,0,0,0,13066
"Tamil","Eurasia",42,0,8,0,14,0,49,28,12,0,22,8,0,139,0,22,21,0,22,0,7,0,9,15,12,9,8,37,16,0,83,10,19,0,43234
"German","Eurasia",19,0,0,5,0,5,10,16,0,0,10,9,7,38,5,19,8,0,10,0,9,0,6,7,10,5,10,0,6,7,27,0,6,0,10846
"Tausug","Papunesia",7,4,0,2,7,0,3,9,0,0,7,4,3,48,0,4,2,0,20,2,2,0,0,0,2,2,12,0,7,3,36,5,5,0,7061
"Tboli","Papunesia",0,8,0,2,13,10,15,35,2,0,2,0,3,93,0,13,3,0,38,5,3,0,6,6,6,11,13,0,13,0,68,4,8,11,15093
"Vietnamese","Eurasia",6,0,6,0,2,2,20,16,6,0,5,9,5,24,0,9,4,2,15,6,1,0,0,2,4,7,2,2,3,2,12,4,25,10,6357
"Vietnamese","Eurasia",12,15,0,11,0,31,33,98,0,11,21,11,0,139,7,23,8,0,104,7,8,0,0,7,54,13,25,0,14,8,73,0,32,21,31619
"Maori","Papunesia",46,14,0,0,0,0,0,5,4,6,4,0,2,43,0,12,0,0,5,0,6,0,0,0,0,3,0,6,3,0,22,0,14,3,11934
"Telugu","Eurasia",10,4,12,0,13,6,38,40,10,16,0,0,0,100,0,18,14,5,24,0,0,0,0,19,7,8,0,27,9,0,55,11,12,10,20128
"Telugu","Eurasia",16,0,2,0,2,0,14,24,4,6,0,0,0,27,1,1,2,0,18,0,0,0,0,2,0,3,0,4,3,0,22,3,1,0,7068
"Telugu","Eurasia",17,0,2,0,2,0,13,23,3,5,0,0,0,28,0,2,2,0,18,0,0,0,0,2,0,3,0,4,3,0,21,2,1,0,6969
"Tuvalu","Papunesia",5,6,0,4,2,1,11,29,3,0,0,3,4,21,1,9,1,0,7,6,4,0,1,1,8,3,20,0,3,0,24,0,7,0,5496
"Tetun Dili","Papunesia",7,2,2,0,0,1,4,6,0,0,2,1,2,25,0,6,1,3,7,3,2,0,0,0,4,2,4,0,11,2,22,0,7,0,5018
"Mandarin Chinese","Eurasia",83,0,0,14,74,47,22,54,9,0,47,79,10,365,20,35,8,0,36,0,52,0,10,14,75,20,43,0,41,0,113,0,85,11,51518
"Spanish","Eurasia",23,0,0,0,25,13,19,46,0,0,17,29,12,90,0,31,17,0,21,18,21,0,22,0,24,16,68,15,19,9,78,0,45,0,31247
"Spanish","Eurasia",29,0,0,10,25,12,22,45,0,0,17,42,14,105,11,32,20,0,22,21,22,0,25,13,23,16,71,16,23,9,76,0,48,0,31619
"Marathi","Eurasia",19,0,14,0,22,0,13,23,0,9,0,32,0,82,4,35,25,6,6,0,0,0,10,15,0,11,0,12,12,0,34,0,11,0,18163
"Malayalam","Eurasia",40,0,4,8,28,16,15,31,5,4,20,26,8,127,9,26,0,5,34,0,17,0,0,5,31,12,25,0,10,0,81,0,45,12,20450
"German","Eurasia",17,11,0,5,0,0,5,6,0,0,9,17,4,27,4,8,6,0,7,4,6,0,5,8,5,0,14,0,0,6,8,0,10,4,9763
"Latin","Eurasia",29,15,9,11,13,0,22,13,0,0,16,13,10,54,9,16,7,0,19,5,9,0,0,32,31,8,19,0,5,0,18,0,14,0,17470
"French","Eurasia",12,0,6,4,9,10,8,32,0,8,5,9,4,31,8,14,0,0,16,6,6,0,16,13,7,4,36,0,6,7,12,0,13,6,14288
"French","Eurasia",16,0,0,0,0,0,34,19,0,0,11,26,0,41,10,37,9,0,9,0,8,0,9,9,26,9,13,0,0,0,26,0,25,0,24100
"French","Eurasia",16,0,0,0,0,7,36,17,0,0,10,25,0,38,10,39,9,0,9,0,9,0,8,9,21,7,13,0,0,0,23,0,26,0,23391
"Latin","Eurasia",36,0,20,0,11,0,31,20,13,0,15,25,0,68,9,17,0,0,18,0,0,0,9,63,21,14,0,0,0,0,34,0,26,6,25919
"Western Farsi","Eurasia",15,20,9,8,8,16,26,59,15,9,23,8,0,67,0,35,11,9,20,12,0,0,7,14,14,17,11,13,11,14,42,15,42,0,19717
"Scots","Eurasia",7,4,0,0,6,0,5,4,0,0,11,15,4,22,0,12,2,0,4,3,4,0,3,3,2,3,5,2,2,0,11,3,13,0,7202
"Kotia-Adivasi Oriya-Desiya","Eurasia",19,3,5,0,11,0,14,9,5,5,3,0,6,33,0,10,4,7,6,0,0,0,3,4,9,5,2,25,2,2,17,2,11,4,6871
"German","Eurasia",37,9,0,28,17,26,9,72,0,13,22,43,0,83,12,26,18,0,35,17,24,0,9,22,30,9,24,0,17,14,36,0,17,0,30010
"French","Eurasia",25,10,11,8,16,0,18,24,0,11,12,27,0,71,10,40,17,0,17,0,13,0,7,13,27,11,17,0,12,0,27,0,18,0,25977
"French","Eurasia",22,12,14,9,17,12,17,38,0,0,0,43,10,58,0,22,12,0,13,0,15,0,11,16,24,0,66,0,10,14,29,0,24,0,26697
"French","Eurasia",39,17,11,9,10,24,28,93,0,16,20,25,0,103,19,13,10,0,32,9,29,0,8,22,31,11,48,0,0,9,54,0,34,0,35333
"Gujarati","Eurasia",28,4,9,0,12,0,10,17,0,0,14,12,0,97,6,19,9,0,5,0,13,0,4,7,23,5,6,0,0,0,12,0,10,0,15987
"Indonesian","Papunesia",18,8,0,0,7,14,21,42,0,0,10,7,7,71,0,29,0,0,28,9,16,0,0,0,33,0,18,0,16,0,46,0,49,12,23425
"Indonesian","Papunesia",63,16,0,11,15,23,52,83,14,0,0,12,13,188,0,11,0,0,22,22,74,0,0,11,10,30,14,0,34,11,105,9,80,17,40734
"Irish","Eurasia",12,0,0,0,0,0,9,13,2,0,0,9,0,15,4,12,0,0,5,0,2,0,0,2,5,7,0,0,0,0,11,0,9,0,6108
"Sindhi","Eurasia",9,5,6,0,5,2,13,29,4,4,3,3,0,31,0,10,0,6,0,0,0,0,7,2,9,12,4,8,6,0,24,3,6,4,7477
"Scots","Eurasia",14,9,7,0,15,0,14,4,0,2,11,39,6,41,0,15,2,0,4,4,10,0,4,3,2,4,16,3,3,8,12,5,15,5,10688
"Yoruba","Africa",15,5,3,0,0,0,11,10,0,0,14,8,0,46,0,8,3,10,11,0,2,0,0,5,16,5,0,0,6,0,11,0,13,4,7581
"French","Eurasia",5,0,4,0,6,0,5,5,0,3,2,3,0,8,3,6,2,0,0,0,2,0,0,2,2,2,6,1,0,0,9,0,3,2,5661
"Romanian","Eurasia",7,0,5,3,4,8,13,15,0,0,0,12,0,24,6,16,3,0,6,0,3,0,3,7,13,0,3,7,8,0,25,9,8,4,8321
"Scottish Gaelic","Eurasia",130,0,33,0,0,0,100,39,48,0,67,85,14,186,19,71,23,11,28,0,0,0,0,11,17,0,0,17,10,0,64,8,81,19,35383
"French","Eurasia",9,4,6,0,3,5,13,29,3,6,7,7,0,26,5,33,7,0,10,0,0,0,13,6,12,8,4,0,0,0,11,0,16,0,20137
"Burmese","Eurasia",15,0,0,0,0,0,21,15,8,0,6,0,0,70,0,17,0,0,9,0,7,0,8,0,14,8,0,20,10,0,27,4,7,0,15515
"Japanese","Eurasia",11,0,3,4,8,2,7,18,0,2,8,7,3,36,3,5,0,0,7,0,8,0,0,0,0,5,5,0,3,0,11,0,8,6,7425
"Polish","Eurasia",2,3,0,0,0,0,4,7,0,0,0,0,0,17,0,8,0,0,2,0,0,0,0,0,5,0,2,0,0,0,1,0,59,0,5404
"Polish","Eurasia",25,14,0,7,7,0,15,29,0,0,6,8,0,40,4,10,0,0,12,8,9,0,0,0,19,9,20,0,16,9,22,0,13,6,16247
"Mi'kmaq","North America",10,4,3,2,0,0,4,13,0,0,0,3,3,45,0,4,0,0,5,2,4,0,0,2,2,0,4,0,5,0,13,4,10,4,7740
"Gujarati","Eurasia",16,4,3,0,4,0,11,10,4,4,3,3,0,40,4,14,9,0,4,0,3,0,0,4,10,11,6,0,3,0,17,0,9,3,9300
"Japanese","Eurasia",25,0,0,9,16,0,31,35,9,0,14,10,9,82,0,10,0,0,7,0,17,0,0,0,13,17,9,0,7,0,23,0,46,30,28897
"Japanese","Eurasia",25,0,0,9,17,0,29,36,9,0,15,11,7,80,0,12,0,0,7,0,18,0,0,0,13,16,8,0,7,0,23,0,45,31,28534
"Modern Hebrew","Eurasia",3,11,2,0,8,3,5,6,7,0,0,0,0,16,0,5,3,0,11,0,3,0,0,4,7,5,8,3,4,7,18,0,11,3,5761
"Portuguese","Eurasia",29,17,9,18,30,0,52,37,11,0,10,32,10,63,9,44,28,12,22,10,14,0,18,9,9,19,64,11,31,0,69,0,38,0,25790
"French","Eurasia",30,0,13,0,14,10,25,24,0,14,9,28,0,72,11,37,15,0,19,0,12,0,23,18,33,11,45,0,12,10,36,0,22,0,32315
"French","Eurasia",22,0,10,0,13,9,21,19,0,0,0,20,0,57,0,30,10,0,13,0,12,0,19,15,30,11,36,0,12,8,28,0,17,0,27443
"German","Eurasia",64,17,0,14,0,14,23,45,0,11,23,30,13,94,0,51,15,0,36,0,21,0,25,16,30,12,45,0,16,11,50,0,37,0,36282
"Spanish","Eurasia",8,11,0,11,11,5,31,19,0,0,8,11,5,43,0,25,19,5,10,8,7,0,7,5,10,8,45,0,7,0,32,0,22,5,15513
"Kotia-Adivasi Oriya-Desiya","Eurasia",27,0,10,0,12,0,4,13,4,0,9,20,0,60,7,19,5,5,4,0,9,0,4,5,15,0,5,0,0,0,13,0,14,5,10874
"Pedi","Africa",6,6,2,0,6,2,12,10,2,0,2,3,0,50,2,5,0,0,14,0,0,0,0,3,5,6,10,0,7,6,28,4,19,6,6651
"Bengali","Eurasia",21,0,0,0,34,18,30,27,7,0,5,1,0,163,0,6,14,3,21,0,3,0,0,0,2,6,5,0,12,0,61,0,45,1,14410
"German","Eurasia",8,0,2,0,0,0,4,8,3,3,0,8,0,17,8,34,6,0,6,0,4,0,0,2,5,2,0,0,2,0,11,0,11,0,6497
"French","Eurasia",1,1,3,0,0,0,22,7,0,0,0,11,0,1,5,29,0,0,1,0,2,0,0,0,5,0,0,0,0,0,12,0,3,2,5583
"French","Eurasia",15,0,4,0,0,0,14,7,0,0,2,7,0,7,8,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,10,3,7449
"Italian","Eurasia",8,0,4,0,0,0,33,17,8,2,0,9,0,36,3,22,2,0,0,0,0,0,0,2,3,0,0,0,5,0,35,0,14,0,8730
"Italian","Eurasia",10,0,4,0,0,0,32,19,7,0,4,7,0,34,0,17,0,0,5,0,5,0,0,0,5,3,0,5,5,0,46,0,14,0,10196
"Western Farsi","Eurasia",22,11,12,0,3,0,39,57,5,7,14,0,0,86,0,17,9,6,9,0,0,0,2,2,3,27,0,26,8,0,27,3,35,2,11994
"German","Eurasia",68,25,0,0,0,10,19,34,0,0,15,20,0,89,0,40,12,0,26,0,22,0,0,19,35,12,39,0,12,13,40,0,31,0,33883
"Mandarin Chinese","Eurasia",27,0,0,0,18,7,15,13,0,0,7,31,0,82,0,16,0,0,8,0,19,0,0,17,37,9,12,0,0,0,20,0,9,0,26836
"Filipino","Papunesia",30,4,2,13,30,14,11,41,12,0,15,31,7,191,5,4,4,0,21,0,22,0,4,0,31,7,14,0,6,0,58,3,37,7,20501
"Tagalog","Papunesia",19,14,0,0,9,12,19,32,0,0,11,18,0,150,0,8,10,0,25,0,13,0,0,0,10,0,17,0,17,9,68,5,32,0,20464
"Tibetan","Eurasia",32,24,0,9,0,0,38,182,20,0,0,15,10,126,11,12,9,15,54,56,34,0,0,8,11,17,10,0,62,0,160,0,82,0,43511
"Modern Hebrew","Eurasia",4,8,0,2,3,0,26,10,0,0,0,3,0,40,8,2,7,2,9,0,0,0,2,0,12,12,3,2,4,0,21,0,4,5,5568
"Japanese","Eurasia",5,0,0,2,4,5,3,11,3,3,8,6,4,26,0,3,4,0,10,3,3,0,0,0,2,0,2,0,5,0,6,2,7,2,5771
"German","Eurasia",76,32,0,21,25,19,29,92,0,14,26,30,16,179,0,48,20,0,53,0,38,0,17,15,50,18,49,0,21,24,67,0,52,0,52861
"Korean","Eurasia",174,40,0,39,66,60,124,309,0,0,50,89,0,626,0,110,57,0,159,0,129,0,0,49,113,91,96,0,61,50,159,0,225,77,147661
"Spanish","Eurasia",9,16,7,6,20,0,14,9,0,0,0,13,5,42,0,16,13,0,9,0,0,0,17,8,7,6,34,0,5,7,22,0,15,0,14961
"Central Khmer","Eurasia",11,3,0,2,0,0,0,5,0,0,0,2,4,2,0,6,3,0,0,3,0,0,0,0,3,2,4,0,0,0,0,0,5,4,5748
"Italian","Eurasia",0,5,2,4,10,0,14,13,0,0,0,5,0,14,0,7,7,0,4,0,3,0,4,4,8,3,17,0,5,4,12,0,7,3,6412
"Portuguese","Eurasia",2,4,2,4,0,0,5,8,0,0,6,9,0,9,3,4,7,0,6,3,5,0,0,0,4,4,9,0,0,3,9,0,4,4,5675
"Spanish","Eurasia",3,5,0,6,13,0,10,18,0,5,0,7,0,10,0,7,3,0,5,0,4,0,10,0,3,7,19,5,14,3,11,0,11,0,7385
"French","Eurasia",8,8,6,0,5,3,7,12,5,5,5,5,0,14,3,3,5,0,5,0,4,0,5,5,6,4,13,0,3,5,8,0,5,0,7889
"Spanish","Eurasia",3,0,0,4,10,2,9,16,0,4,0,6,0,14,0,4,3,0,4,0,3,0,7,0,6,0,17,4,9,0,14,0,10,0,8031
"German","Eurasia",12,6,0,8,7,7,4,31,0,4,8,19,0,29,7,5,13,0,10,5,6,0,0,7,12,4,14,0,11,0,6,0,6,0,10869
"German","Eurasia",64,33,0,27,31,44,22,153,0,18,30,64,0,129,20,33,24,0,64,31,48,0,0,35,49,16,38,0,33,20,57,0,24,0,53438
"Dutch","Eurasia",4,0,0,0,2,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8626
"Japanese","Eurasia",4,0,0,0,2,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,8575
"French","Eurasia",3,0,0,0,2,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10146
"German","Eurasia",4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8635
"Hungarian","Eurasia",4,0,0,0,2,0,0,0,0,0,0,1,0,6,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8845
"Japanese","Eurasia",4,0,0,0,2,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8471
"Spanish","Eurasia",4,0,0,0,2,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10023
"French","Eurasia",0,7,6,0,4,0,4,6,3,4,8,6,0,8,6,3,5,0,6,0,4,0,5,3,3,4,12,0,0,4,11,0,4,0,7081
"Spanish","Eurasia",12,12,0,10,16,23,13,55,0,8,10,18,0,46,8,12,8,0,18,13,21,0,7,0,20,8,46,6,13,0,28,0,26,6,19690
"Spanish","Eurasia",45,28,0,31,40,74,48,204,0,22,24,53,0,185,16,32,24,0,60,53,77,0,19,19,48,22,155,0,38,0,77,0,78,0,63012
"Spanish","Eurasia",49,26,0,35,42,76,48,203,0,21,27,54,0,190,23,33,22,0,61,58,83,0,19,24,46,23,159,0,41,0,71,0,79,0,64994
"Turkish","Eurasia",31,11,0,0,22,20,24,34,0,0,12,17,9,60,0,15,9,8,12,0,17,0,9,0,14,26,27,0,8,0,58,14,19,0,21103
"Pali","Eurasia",41,14,10,0,19,5,30,74,20,14,4,0,14,104,6,15,0,16,26,0,0,0,0,20,12,13,38,9,25,0,47,6,9,12,22204
"French","Eurasia",0,9,4,0,5,3,4,12,0,3,5,8,0,9,0,6,5,0,4,0,4,0,5,7,0,5,7,0,0,6,10,0,4,4,6402
"Mandarin Chinese","Eurasia",44,23,0,0,20,0,21,140,17,0,17,41,16,217,0,53,17,0,56,21,20,0,0,12,48,33,20,0,22,0,61,0,42,21,44728
"Mandarin Chinese","Eurasia",44,21,0,0,19,0,20,135,18,0,17,42,17,213,0,57,17,0,54,21,19,0,0,12,48,34,20,11,21,0,59,0,42,21,44655
"German","Eurasia",15,7,0,11,6,8,0,36,0,6,11,23,0,35,7,8,13,0,11,7,8,0,0,9,13,0,14,0,11,0,8,0,8,0,13285
"Urdu","Eurasia",20,9,11,0,3,4,26,27,6,17,9,4,0,44,4,14,0,7,9,0,0,0,0,3,7,13,3,22,6,0,22,10,23,4,9422
"Marathi","Eurasia",7,10,0,3,10,5,7,13,6,6,6,14,5,101,0,17,8,5,6,0,19,0,0,9,13,0,20,0,0,7,32,5,29,7,12633
"Portuguese","Eurasia",13,3,0,2,3,3,27,10,6,2,4,11,2,15,3,21,7,0,10,0,0,0,0,0,6,7,7,2,5,2,20,0,12,3,6999
"Sanskrit","Eurasia",96,0,50,0,55,0,96,134,15,78,17,0,25,239,23,71,13,28,46,0,0,0,0,89,24,24,0,69,26,0,86,11,33,25,48396
"Sanskrit","Eurasia",31,0,16,0,23,0,48,48,7,36,11,5,15,118,17,39,6,6,24,0,0,0,0,52,11,0,0,33,14,0,31,7,13,10,21739
"Latin","Eurasia",4,0,0,0,1,0,2,5,0,0,2,2,0,18,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,23,1,7745
"Latin","Eurasia",4,0,0,0,1,0,2,5,1,0,2,2,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,1,7461
"French","Eurasia",0,0,3,0,0,0,36,30,4,0,0,26,0,3,22,80,7,0,13,4,0,0,0,0,17,0,0,0,0,0,44,0,4,0,16811
"French","Eurasia",11,0,7,0,0,0,42,16,0,0,0,20,0,51,15,86,4,0,5,3,2,0,0,0,15,0,0,0,0,0,36,0,16,2,17747
"French","Eurasia",40,7,8,0,27,9,48,87,0,9,15,24,0,67,0,36,0,0,33,0,9,0,0,9,19,14,9,9,8,0,48,0,50,0,32042
"Filipino","Papunesia",16,5,3,0,4,0,10,25,0,0,10,9,5,46,0,13,4,5,0,0,7,0,0,0,5,5,9,0,0,0,21,0,11,4,10097
"German","Eurasia",60,21,0,0,0,0,17,30,0,0,15,19,0,81,0,34,12,0,25,0,22,0,0,17,31,12,40,0,12,13,41,0,33,0,29966
"Sinhala","Eurasia",18,5,6,5,11,3,22,7,0,8,0,0,10,11,0,3,0,9,0,0,0,0,3,18,4,0,0,4,5,0,22,7,10,0,12241
"Sindhi","Eurasia",11,6,6,0,6,2,15,36,4,4,3,3,0,35,0,10,0,8,0,0,0,0,7,3,7,11,5,10,6,0,24,4,8,3,8352
"Mandarin Chinese","Eurasia",20,17,8,0,17,0,15,114,15,9,14,32,9,164,0,48,8,0,45,16,13,0,0,11,42,30,12,9,19,0,54,0,34,16,30711
"Finnish","Eurasia",17,12,4,7,5,13,4,21,0,9,5,16,5,24,0,7,9,0,9,6,9,0,0,5,17,7,17,5,8,0,18,0,17,0,11276
"Sanskrit","Eurasia",23,0,16,0,29,7,49,43,5,29,7,0,10,87,15,35,6,9,15,0,0,0,0,42,9,11,0,36,12,0,44,0,9,14,23272
"Standard Arabic","Eurasia",32,13,7,0,24,0,51,10,7,0,31,12,5,189,0,49,3,8,10,0,0,0,6,27,8,10,0,0,16,0,53,0,18,5,18137
"Bengali","Eurasia",121,0,66,0,50,0,99,184,58,106,53,0,26,242,0,27,0,41,55,0,0,0,0,85,45,41,0,112,66,0,89,19,73,38,68542
"Cantonese","Eurasia",7,0,5,4,2,0,11,16,4,2,10,5,7,45,2,10,2,0,10,2,7,0,2,2,2,13,4,12,5,0,15,0,9,8,7973
"Nepali","Eurasia",14,5,0,3,0,0,9,13,0,5,7,3,12,25,0,12,7,7,6,0,3,0,0,4,8,7,3,0,7,0,17,0,8,4,6560
"Bengali","Eurasia",32,0,18,0,26,0,30,38,6,17,13,8,11,98,8,16,16,13,18,0,8,0,6,24,18,11,0,34,7,0,44,9,16,15,22011
"Hindi","Eurasia",16,0,5,0,5,0,15,14,2,9,2,0,0,26,2,11,2,10,3,0,0,0,2,2,3,7,2,8,5,0,20,3,5,2,6695
"Hindi","Eurasia",31,0,11,0,10,0,16,9,0,0,11,18,0,57,0,19,10,5,0,0,11,0,10,7,17,0,0,0,0,0,23,0,12,0,17229
"Hindi","Eurasia",25,4,16,0,8,4,27,25,0,17,7,0,0,52,0,17,9,12,10,0,0,0,0,9,5,18,3,19,9,0,42,8,18,4,13252
"Sanskrit","Eurasia",39,0,27,0,36,0,81,94,8,50,9,0,16,130,22,49,12,17,25,0,0,0,0,44,15,13,0,38,18,0,60,7,22,21,32576
"Marathi","Eurasia",26,5,5,0,17,7,9,18,6,0,15,17,5,72,10,33,0,5,8,0,11,0,5,19,5,0,0,0,6,0,13,0,5,0,19173
"Latin","Eurasia",9,0,2,0,0,0,8,5,2,0,0,6,0,23,0,3,2,3,7,0,0,0,0,3,7,3,0,2,0,0,15,0,8,2,6968
"Gujarati","Eurasia",47,0,14,0,19,0,23,14,0,7,21,31,0,100,6,30,11,0,0,0,11,0,6,11,30,0,7,0,0,0,21,6,20,7,21150
"Spanish","Eurasia",9,5,4,3,12,4,18,9,4,0,4,13,0,40,0,19,16,3,8,4,0,0,10,0,7,10,28,0,3,0,49,0,18,4,9863
"Welsh","Eurasia",19,0,0,0,6,11,11,44,5,0,10,9,0,40,0,25,0,0,45,8,13,0,6,6,23,7,11,6,10,0,58,0,30,7,30105
"Bemba","Africa",66,31,3,0,0,5,8,43,2,3,4,16,24,154,0,19,4,19,21,4,19,0,5,0,41,8,29,0,11,0,75,6,13,0,21047
"Latin","Eurasia",42,0,24,0,12,0,22,20,12,0,17,30,0,107,0,28,9,0,31,0,0,0,0,91,41,15,0,9,9,0,43,0,39,10,33414
"Spanish","Eurasia",18,14,0,11,14,0,40,30,0,0,12,19,10,86,0,46,20,0,17,18,16,0,17,0,15,13,90,0,17,9,56,0,26,0,31969
