"langname","area","active","alert","attentive","enthusiastic","excited","interested","proud","happy","joyful","delighted","cheerful","lively","energetic","strong","confident","bold","daring","fearless","afraid","scared","nervous","jittery","irritable","hostile","guilty","ashamed","upset","distressed","frightened","shaky","angry","disgusted","sad","lonely","dictsize"
"Standard Malay","Eurasia",5,0,6,0,6,0,6,4,0,0,0,2,0,14,3,4,0,0,3,0,6,0,0,3,6,0,12,0,6,0,32,0,9,4,7237
"Standard Malay","Eurasia",5,2,6,0,6,0,6,4,0,0,0,2,0,14,5,5,0,0,3,0,7,0,0,3,6,2,12,0,6,0,32,0,9,4,7397
"Scottish Gaelic","Eurasia",32,6,17,5,0,0,27,25,8,0,20,44,13,55,9,20,4,8,9,0,7,0,7,5,7,0,0,8,6,0,22,0,36,10,13431
"Spanish","Eurasia",41,0,16,0,0,0,35,9,8,0,10,26,0,96,13,41,9,5,7,0,7,0,10,9,7,7,0,0,0,0,30,0,20,5,26142
"Scottish Gaelic","Eurasia",24,0,13,4,0,0,14,23,7,0,12,24,8,14,6,15,3,3,9,0,0,0,3,4,6,0,0,7,4,0,6,2,31,6,8956
"Scottish Gaelic","Eurasia",19,0,12,3,0,0,16,23,7,0,9,22,7,16,5,13,5,5,11,0,0,0,3,0,4,0,0,5,3,0,5,0,27,6,8734
"Standard Arabic","Eurasia",28,4,8,0,16,0,67,25,3,0,19,16,11,114,0,22,0,0,16,0,0,0,0,10,8,19,6,6,15,0,54,4,20,3,13829
"Standard Arabic","Eurasia",31,3,9,0,14,0,55,23,3,0,18,14,9,95,0,19,2,0,16,0,0,0,0,10,9,15,6,6,14,0,51,4,16,0,13052
"Standard Arabic","Eurasia",35,0,0,0,16,0,84,23,5,0,25,51,19,198,0,18,12,0,6,20,6,0,0,9,8,23,13,10,26,0,78,10,25,17,21949
"Rendille","Africa",0,0,4,0,0,0,3,4,0,0,0,0,0,12,0,6,0,0,16,1,0,0,0,0,0,6,7,0,7,0,20,0,0,2,11271
"Rade","Eurasia",0,0,0,0,0,0,0,12,0,0,6,0,14,53,1,0,0,10,18,0,0,0,7,0,0,17,0,0,0,5,36,5,5,7,6779
"Eastern Armenian","Eurasia",32,8,7,4,8,8,14,24,16,0,21,9,9,45,4,8,13,10,6,0,12,0,10,9,7,10,0,0,8,0,15,6,26,0,10963
"Arosi","Papunesia",2,0,0,1,7,0,1,3,7,0,9,0,2,51,4,3,0,4,24,0,2,0,0,0,4,18,1,3,3,8,46,0,20,1,9459
"Sanskrit","Eurasia",54,0,24,0,38,0,20,46,11,21,23,9,12,184,15,49,4,20,35,0,0,0,4,42,10,18,4,21,9,0,59,4,25,10,18079
"Sanskrit","Eurasia",157,0,74,0,127,14,116,170,41,80,46,0,51,491,0,74,17,31,79,0,0,0,0,182,28,42,0,100,36,0,143,0,56,25,75353
"Santali","Eurasia",11,23,0,2,39,0,16,9,0,7,5,0,16,77,4,6,0,8,15,7,0,0,0,3,12,17,4,28,37,8,64,2,38,4,19345
"Shan","Eurasia",3,0,1,0,0,0,11,18,6,0,0,0,0,26,0,6,0,2,4,0,0,0,1,4,2,5,0,15,7,0,15,5,8,2,8397
"Italian","Eurasia",8,0,4,0,5,4,18,13,0,5,0,8,0,71,5,8,0,0,6,0,10,0,6,6,8,4,18,0,5,6,38,0,10,6,17656
"Sinhala","Eurasia",15,0,10,0,0,0,19,41,16,19,4,0,0,72,6,10,4,7,12,0,0,0,0,11,10,8,0,13,5,0,26,0,5,4,22340
"Latin","Eurasia",53,0,5,0,5,0,14,15,5,0,6,21,8,102,0,11,11,0,11,0,0,0,4,32,32,6,5,0,0,0,24,0,21,0,19296
"Latin","Eurasia",64,0,0,0,0,0,17,23,0,0,6,30,8,158,0,17,11,0,13,0,5,0,5,48,49,7,4,6,0,0,38,0,22,5,25954
"Irish","Eurasia",23,0,8,0,0,0,30,8,0,2,11,7,3,67,0,18,2,0,5,0,1,0,0,10,9,0,2,6,0,0,13,2,15,4,5571
"Latin","Eurasia",73,0,13,0,6,0,19,19,7,0,11,25,13,158,6,27,13,0,13,0,0,0,0,50,45,8,7,6,0,0,33,0,29,6,27494
"Assyrian Neo-Aramaic","Eurasia",0,6,7,0,3,0,6,15,5,0,5,3,0,24,0,4,3,3,9,5,0,0,3,6,0,3,5,0,4,3,20,0,6,3,5753
"Swahili","Africa",4,2,0,0,7,0,2,3,2,0,3,0,3,10,2,5,0,0,2,0,3,0,2,3,3,0,2,0,3,2,10,3,5,0,5327
"Japanese","Eurasia",78,12,0,14,41,31,25,107,0,24,19,22,17,207,14,68,33,0,64,0,34,0,0,34,58,20,25,0,25,0,47,14,57,40,56037
"Russian","Eurasia",31,9,0,5,0,4,0,12,0,0,0,0,0,31,0,5,4,0,8,10,8,0,0,4,8,0,9,0,5,0,5,0,4,6,11925
"Swedish","Eurasia",28,12,0,0,13,15,11,55,6,14,18,28,0,83,0,51,18,0,20,0,14,0,0,8,37,11,23,9,15,11,22,0,42,10,26778
"Tahitian","Papunesia",32,2,0,0,1,1,15,2,4,5,1,0,1,56,0,4,6,8,2,0,0,0,2,4,0,16,2,1,1,0,26,8,3,0,8174
"Tamil","Eurasia",10,0,0,0,2,0,9,5,0,3,7,0,0,43,0,0,3,0,7,0,0,0,0,10,0,6,0,8,8,0,28,0,0,0,13181
"Telugu","Eurasia",13,0,10,0,13,6,38,42,11,18,0,0,0,103,0,17,12,5,25,0,0,0,0,15,7,8,5,27,9,0,55,12,13,11,20708
"Telugu","Eurasia",16,5,4,0,11,0,66,37,4,12,7,0,4,88,0,7,7,0,24,0,0,0,5,5,0,11,12,17,13,0,46,15,0,11,17882
"Telugu","Eurasia",17,5,0,5,13,0,37,36,8,6,8,8,0,84,0,15,17,0,17,0,14,0,8,7,6,9,15,26,13,0,67,12,25,8,17002
"Telugu","Eurasia",11,0,11,0,16,6,39,43,11,20,0,0,0,105,0,16,12,5,24,0,0,0,0,15,7,9,0,26,10,0,53,11,12,10,20983
"Tibetan","Eurasia",10,0,9,0,4,0,21,49,7,6,15,7,0,57,3,9,4,7,34,0,0,0,0,14,4,13,0,0,16,0,35,3,18,5,17896
"Sanskrit","Eurasia",9,0,12,0,0,0,20,63,6,10,22,0,0,55,7,10,12,12,36,0,0,0,0,12,5,8,5,0,16,0,46,5,9,8,23507
"Sanskrit","Eurasia",8,4,12,0,0,0,21,66,6,10,24,0,0,56,7,8,11,14,35,0,0,0,0,12,5,8,5,0,15,0,47,5,10,9,24492
"Tibetan","Eurasia",10,0,9,0,5,0,21,47,7,5,15,7,0,58,0,9,5,7,33,0,0,0,0,14,4,13,0,0,16,0,35,0,19,5,17915
"Turkish","Eurasia",21,8,6,7,16,13,21,34,5,0,15,13,6,42,0,8,11,0,12,5,8,0,5,0,15,15,17,8,13,0,31,11,20,7,16213
"Welsh","Eurasia",7,7,2,0,0,0,18,11,5,0,11,21,2,11,2,10,6,0,4,0,2,0,1,0,5,0,0,0,2,0,25,0,25,1,6785
"Mag-Anchi Ayta","Papunesia",4,6,2,0,0,0,22,22,2,0,2,0,0,40,0,6,0,0,17,0,17,0,0,0,8,3,10,2,9,2,31,0,12,4,8578
"Zulu","Africa",27,0,0,0,18,0,12,26,0,4,0,8,25,183,0,28,7,7,16,0,33,0,11,9,11,12,0,0,12,16,117,4,9,6,31306
"Bengali","Eurasia",24,4,6,0,17,0,10,14,0,0,20,20,5,81,0,11,12,0,0,0,10,0,5,13,15,0,10,0,0,0,20,0,6,7,14610
"French","Eurasia",10,6,5,0,6,7,6,16,0,0,4,9,4,16,5,12,0,0,5,0,5,0,4,8,4,5,18,0,0,4,17,0,14,0,11872
"Bengali","Eurasia",36,0,16,0,12,6,22,16,0,0,19,17,4,77,7,25,12,11,0,0,0,0,0,9,24,0,0,22,4,0,23,0,7,0,17237
"Italian","Eurasia",6,2,0,0,1,1,7,9,1,0,1,1,1,23,2,2,0,1,5,0,1,0,1,0,7,1,7,0,4,0,8,0,13,0,6213
"Japanese","Eurasia",8,0,2,2,0,6,1,27,1,0,6,8,0,45,2,1,0,0,7,0,3,0,0,0,0,2,2,2,8,0,16,0,10,11,6883
"Sicilian","Eurasia",3,3,0,2,0,0,11,8,0,2,12,8,3,14,0,8,8,4,5,0,0,0,5,5,3,2,16,0,3,0,23,2,8,2,5239
"Romanian","Eurasia",91,34,0,57,105,128,49,155,0,18,60,88,48,616,69,28,23,0,120,26,107,0,0,34,108,40,143,0,80,0,238,0,111,23,99716
"Bengali","Eurasia",9,4,2,0,6,0,7,11,3,5,0,1,4,25,0,7,6,7,7,0,0,0,0,5,6,3,0,19,3,0,13,0,12,7,5923
"Hindi","Eurasia",15,3,5,0,10,0,11,15,3,0,12,19,5,62,0,20,8,4,3,0,9,0,6,4,10,0,5,0,0,0,26,0,12,7,11219
"Hindi","Eurasia",22,0,13,7,23,0,16,20,7,0,22,26,11,97,7,26,9,9,0,0,13,0,15,12,21,8,0,0,7,0,34,0,12,0,22865
"Coastal-Naga Bikol","Papunesia",5,8,0,0,4,8,6,13,0,0,0,0,0,32,0,14,10,4,11,0,9,5,5,0,10,0,6,4,9,4,22,8,11,3,11904
"Luo","Africa",0,10,0,2,2,0,8,4,0,0,2,0,0,23,4,4,2,2,4,2,0,0,0,3,0,3,3,0,2,0,19,4,6,0,7283
"Mandarin Chinese","Eurasia",55,0,6,10,39,18,25,79,8,7,25,32,5,286,10,12,7,5,32,0,26,0,0,11,36,7,21,0,15,0,79,0,43,9,26721
"Bokobaru","Africa",0,0,3,0,2,2,0,11,0,0,0,0,0,39,2,1,0,0,15,0,0,0,0,0,0,7,16,0,0,0,20,0,6,6,5718
"Boko","Africa",0,2,6,0,4,3,1,10,0,0,0,0,0,32,1,4,0,0,9,2,0,0,0,4,3,8,8,8,1,3,22,0,12,4,5201
"Swedish","Eurasia",0,5,0,3,0,0,6,26,0,0,0,1,0,19,0,4,0,0,3,2,5,0,0,0,13,2,8,0,2,0,4,0,2,0,8921
"French","Eurasia",15,0,4,0,0,4,37,25,7,0,6,20,0,66,14,50,9,0,11,0,0,0,0,0,14,11,0,0,0,0,37,0,38,0,20961
"French","Eurasia",0,4,0,0,0,0,31,22,4,0,2,19,0,2,12,47,6,0,13,0,0,0,0,0,7,0,0,0,0,0,32,0,0,0,13411
"Japanese","Eurasia",4,4,0,0,11,0,12,7,7,6,10,14,0,27,0,15,4,0,9,0,0,0,0,5,9,9,3,0,5,0,12,0,8,23,16555
"German","Eurasia",49,18,0,10,20,10,16,81,0,9,46,40,10,97,0,23,17,0,23,13,23,0,10,13,34,9,21,0,13,9,37,0,31,14,32149
"Buli","Papunesia",0,0,3,3,9,9,25,13,0,0,0,6,0,84,0,10,16,0,29,3,14,0,0,3,7,5,3,0,5,0,26,0,13,0,11461
"Burmese","Eurasia",15,0,0,0,0,0,21,15,8,0,5,0,0,71,0,19,4,0,9,0,7,0,8,0,13,8,0,20,11,0,27,4,6,0,15307
"French","Eurasia",9,3,0,0,2,0,7,4,3,0,3,11,0,10,4,8,0,0,0,0,3,0,0,6,7,0,7,0,4,0,5,0,7,3,6919
"German","Eurasia",21,0,4,0,0,0,8,59,0,0,9,6,8,25,4,24,5,0,9,0,7,0,6,7,10,4,11,0,0,5,27,0,13,0,9240
"Latin","Eurasia",16,0,5,0,3,0,0,9,5,0,8,15,4,26,0,12,5,0,9,0,0,0,3,13,12,4,3,0,0,0,13,0,9,4,8664
"Polish","Eurasia",14,4,0,0,0,0,8,5,2,0,0,10,0,15,4,9,4,0,3,0,0,0,0,3,7,4,0,0,15,0,22,7,17,0,8006
"Swedish","Eurasia",8,0,3,0,0,0,11,5,4,0,3,8,3,15,0,24,9,0,3,0,4,0,0,0,10,4,0,4,0,0,21,0,28,3,8087
"Central Khmer","Eurasia",10,9,4,7,9,0,11,61,0,0,0,0,9,78,0,3,8,5,15,11,5,0,0,9,10,8,22,0,6,4,34,6,34,9,14112
"Carolinian","Papunesia",9,19,9,0,9,0,33,20,0,0,6,5,5,69,0,3,5,6,47,19,0,0,4,0,3,14,12,0,27,0,84,15,40,17,20817
"Dutch","Eurasia",9,0,5,5,0,6,8,5,5,0,10,6,6,20,0,12,6,4,9,0,7,0,0,3,9,5,13,0,4,0,19,0,12,3,7324
"German","Eurasia",14,4,0,0,0,3,5,5,0,0,10,9,3,21,4,13,8,0,10,0,0,0,6,0,8,0,6,0,0,5,22,0,10,5,7586
"Dutch","Eurasia",19,10,0,7,0,15,15,43,6,9,16,13,9,56,0,37,13,0,22,10,27,0,0,0,12,14,32,0,13,7,33,0,27,0,21844
"Dutch","Eurasia",16,0,0,0,0,9,18,30,6,5,10,16,6,47,0,23,9,0,22,0,21,0,0,0,14,11,26,0,7,8,28,0,26,6,17018
"Dutch","Eurasia",17,6,0,0,0,12,16,34,0,7,13,16,10,58,0,36,13,0,22,0,18,0,0,6,0,13,29,0,8,6,25,0,24,7,18691
"French","Eurasia",10,4,5,0,0,6,9,6,0,6,6,16,4,17,5,11,11,4,5,5,7,0,12,8,0,0,13,0,0,0,8,0,10,5,10558
"French","Eurasia",30,0,13,0,14,10,26,24,0,14,10,28,0,73,12,38,16,0,21,0,12,0,23,18,33,11,42,0,13,10,36,0,22,0,34656
"French","Eurasia",17,0,0,0,0,0,36,20,0,0,11,24,0,39,8,32,9,0,9,0,8,0,9,9,23,9,13,0,0,0,27,0,27,0,24329
"French","Eurasia",24,6,13,0,6,0,11,13,0,0,0,18,0,28,0,37,8,0,0,0,6,0,8,15,25,5,21,0,0,0,12,0,0,4,19977
"French","Eurasia",29,0,12,0,14,0,24,27,0,13,9,25,8,64,12,39,16,0,18,0,10,0,20,14,32,12,37,0,11,10,31,0,27,8,30568
"German","Eurasia",52,0,0,11,0,18,23,56,12,0,18,25,13,93,0,45,12,0,32,0,21,0,16,18,17,13,19,0,10,0,56,0,40,0,33015
"German","Eurasia",66,17,0,14,0,14,24,46,0,0,23,31,13,97,0,54,16,0,36,0,20,0,25,16,30,12,45,0,16,11,49,0,37,0,36840
"German","Eurasia",61,17,0,14,0,13,26,44,0,11,23,28,13,86,0,56,14,0,35,0,21,0,25,14,29,12,43,0,15,0,49,0,31,0,34494
"German","Eurasia",64,27,13,15,0,22,18,52,0,13,22,39,16,93,0,50,21,0,32,12,36,0,21,20,36,0,59,0,21,14,35,0,29,0,39281
"Italian","Eurasia",18,0,7,0,27,0,14,39,12,0,13,18,9,52,0,23,0,9,10,0,10,0,9,13,16,0,34,0,15,0,33,0,19,15,21447
"Italian","Eurasia",18,0,0,0,27,7,14,39,12,0,13,17,9,52,0,27,0,9,10,0,10,0,9,13,16,0,33,0,15,0,34,0,20,15,21138
"Latin","Eurasia",37,0,23,0,12,0,31,20,12,0,18,24,8,81,0,17,6,0,19,0,0,0,8,78,21,10,0,0,0,0,39,0,24,6,27087
"Latin","Eurasia",26,0,16,5,10,0,14,15,11,0,9,13,0,60,0,17,10,5,14,0,0,0,5,55,13,8,9,0,5,0,17,0,22,6,22326
"Spanish","Eurasia",6,4,4,5,4,0,13,11,0,4,0,8,0,14,0,10,6,0,6,0,5,0,6,3,5,4,21,0,5,0,13,0,4,0,7967
"Serbian-Croatian-Bosnian","Eurasia",21,0,6,5,4,5,17,6,0,0,5,5,5,27,0,16,7,7,6,4,7,0,5,0,8,14,11,0,8,0,44,9,29,5,9976
"French","Eurasia",28,0,13,0,14,0,25,27,0,10,9,24,0,65,14,38,16,0,19,0,9,0,20,15,30,11,35,0,9,10,30,0,23,0,29388
"French","Eurasia",26,10,16,0,9,0,22,25,0,12,9,28,8,49,8,40,15,0,17,0,10,0,22,14,32,12,31,0,10,0,26,0,28,8,29526
"German","Eurasia",14,0,2,2,0,0,5,12,0,0,0,7,0,25,5,11,0,0,0,0,0,0,0,0,6,2,2,0,0,2,9,0,21,0,8743
"Latin","Eurasia",26,0,16,5,10,0,13,16,10,0,10,13,0,59,7,17,10,0,14,0,0,0,0,56,14,8,8,0,5,0,17,0,17,6,23007
"Spanish","Eurasia",40,13,0,0,12,11,41,23,11,0,17,48,0,141,0,40,20,0,12,0,0,0,22,0,19,22,24,0,13,0,55,0,42,0,35452
"Spanish","Eurasia",19,11,0,0,9,0,30,32,0,11,0,20,0,82,0,21,13,0,8,0,8,0,19,0,14,10,63,0,0,11,33,0,15,0,25436
"Cebuano","Papunesia",8,4,7,2,0,4,7,5,2,0,6,9,0,29,3,4,5,2,6,3,4,0,4,0,3,3,2,0,11,0,31,0,12,3,5872
"Cebuano","Papunesia",11,4,8,2,0,3,8,5,2,0,7,9,0,33,3,4,6,2,7,3,5,0,5,0,3,3,4,0,12,0,32,0,16,5,6619
"Bengali","Eurasia",51,0,32,0,23,0,42,63,13,45,26,0,22,119,0,13,10,23,25,0,0,0,13,38,22,15,15,50,13,0,54,12,41,17,29560
"Spanish","Eurasia",11,9,8,0,10,4,18,10,8,0,5,17,0,38,0,21,17,0,9,5,0,0,12,0,8,10,27,0,6,0,38,0,19,5,10864
"Latin","Eurasia",18,0,11,5,16,0,6,9,7,0,7,10,0,46,4,11,8,0,13,7,0,0,0,43,20,6,0,0,6,0,17,0,14,8,18798
"Chamorro","Papunesia",7,4,7,2,6,6,4,6,0,0,0,0,4,34,0,4,10,4,4,10,2,0,0,0,6,7,0,0,9,0,16,5,7,3,7468
"Chang","Eurasia",16,9,0,2,4,0,4,7,3,0,0,2,0,66,0,4,0,0,5,0,6,0,0,9,3,9,3,5,6,0,11,0,9,0,8543
"Mandarin Chinese","Eurasia",11,13,7,0,8,0,8,46,7,5,8,14,8,64,0,16,6,0,10,5,10,0,0,6,16,11,8,4,0,0,26,4,13,11,13397
"Mandarin Chinese","Eurasia",5,0,22,0,0,0,27,4,8,28,20,5,3,104,0,29,9,4,43,0,2,0,2,0,0,33,3,26,21,0,61,0,37,0,13487
"Mandarin Chinese","Eurasia",23,15,14,0,5,0,31,50,14,8,21,10,0,106,0,24,13,6,27,20,19,0,9,0,5,28,8,35,11,0,51,0,28,25,22878
"Mandarin Chinese","Eurasia",23,10,11,12,20,7,20,58,23,5,13,25,6,106,4,22,9,0,29,6,4,0,0,7,7,17,8,0,12,0,51,5,56,18,17118
"Mandarin Chinese","Eurasia",32,26,20,0,25,15,50,184,12,0,0,0,0,154,0,12,14,0,73,0,45,0,0,20,41,55,33,22,49,0,77,0,96,34,49424
"Xiamen","Eurasia",40,0,14,0,26,0,52,28,16,9,14,23,5,266,5,34,29,0,154,0,0,0,0,0,5,63,6,21,18,0,71,9,46,16,41440
"Mandarin Chinese","Eurasia",6,0,6,0,3,0,7,10,5,4,2,0,4,32,0,5,3,0,12,0,5,0,0,0,0,14,3,9,2,0,12,0,19,6,6889
"Mandarin Chinese","Eurasia",6,3,0,3,10,1,11,27,5,0,3,3,0,33,0,0,0,0,14,10,8,1,1,0,2,11,0,4,7,2,27,0,16,10,7110
"Choctaw","North America",26,0,0,2,7,13,10,7,4,0,3,2,0,51,0,6,0,0,21,5,2,0,3,2,4,6,0,5,7,0,23,0,10,0,8682
"French","Eurasia",18,0,0,0,0,0,28,8,0,0,8,25,0,40,5,29,8,0,0,0,9,0,5,8,15,7,11,0,0,0,13,0,20,6,20634
"Sinhala","Eurasia",14,0,10,0,0,0,18,43,15,19,4,0,0,71,6,11,0,7,12,0,0,0,0,11,10,8,3,12,5,0,26,0,12,4,22057
"Norwegian","Eurasia",11,12,0,6,0,17,10,33,0,5,7,6,0,34,8,18,7,0,13,9,20,0,0,0,18,7,25,0,6,11,15,0,10,7,18555
"Italian","Eurasia",7,11,0,6,17,25,21,93,0,25,9,13,0,83,0,19,6,0,42,16,27,0,0,5,26,13,62,0,12,16,43,0,27,10,24110
"German","Eurasia",31,23,0,18,11,30,16,89,12,11,23,38,0,82,0,26,0,0,47,34,30,0,0,18,31,10,26,0,14,15,34,0,25,0,32706
"German","Eurasia",28,20,0,22,14,51,12,91,0,14,25,36,0,87,10,19,0,0,42,29,39,0,0,16,40,12,42,0,11,16,54,0,20,11,36344
"German","Eurasia",49,29,0,25,23,61,32,160,14,16,43,59,0,146,13,38,21,0,73,36,56,0,0,25,56,24,53,0,22,19,88,0,49,14,56959
"Italian","Eurasia",8,5,5,10,15,15,17,73,0,0,13,18,5,61,5,22,11,0,16,7,17,0,7,5,32,10,52,5,5,15,42,0,22,0,18630
"French","Eurasia",373,20,0,0,14,35,35,129,0,39,23,34,0,151,19,26,23,0,70,37,27,0,12,28,47,16,84,0,24,36,44,0,42,0,54587
"French","Eurasia",14,12,0,8,12,8,15,73,0,7,17,21,0,65,14,16,13,0,15,9,17,0,8,18,22,13,44,7,9,14,41,0,17,7,24969
"French","Eurasia",43,26,13,0,19,33,40,139,0,20,27,39,0,160,18,45,26,0,58,32,34,0,19,36,52,22,85,14,20,35,78,0,49,15,64615
"Spanish","Eurasia",3,5,4,5,13,0,8,11,0,0,5,12,4,15,0,7,7,0,5,0,9,0,4,3,0,3,18,0,5,3,14,0,9,0,7579
"Spanish","Eurasia",39,35,0,0,36,20,46,118,0,27,28,43,0,193,0,49,27,0,32,38,57,0,26,22,28,28,198,14,14,0,99,0,64,0,50969
"Spanish","Eurasia",21,18,0,12,29,32,24,98,0,19,10,26,0,95,15,19,15,0,30,28,31,0,17,0,36,13,91,11,23,0,53,0,40,0,32925
"Spanish","Eurasia",38,32,0,15,37,24,46,103,0,37,23,51,16,189,14,48,25,0,33,39,57,0,26,25,36,28,195,14,16,0,97,0,70,0,54060
"Western Farsi","Eurasia",9,0,3,0,6,2,8,4,2,3,3,2,0,21,0,6,0,0,7,0,3,0,2,0,4,6,10,0,4,0,15,3,28,4,7674
"French","Eurasia",20,0,11,0,0,0,45,30,0,0,11,37,0,74,0,48,12,0,11,0,12,0,0,8,24,9,11,0,0,0,32,0,34,0,28271
"Mandarin Chinese","Eurasia",32,0,11,0,13,0,29,37,10,7,13,29,0,124,0,44,11,7,16,0,13,0,0,11,26,17,9,8,11,0,28,0,14,0,28802
"French","Eurasia",7,7,0,6,10,0,7,13,0,0,3,4,0,10,3,4,2,0,13,0,6,0,3,4,3,7,18,0,8,0,15,3,6,0,6138
"Spanish","Eurasia",2,0,3,5,4,6,9,35,0,4,3,8,3,23,2,7,5,0,13,0,3,0,2,2,4,3,5,0,5,0,18,3,14,3,6722
"Spanish","Eurasia",9,9,4,6,11,8,12,21,0,0,9,11,7,24,5,19,9,0,8,8,7,0,8,6,9,6,33,9,7,5,34,0,19,0,11614
"Bengali","Eurasia",50,8,13,0,11,0,30,34,15,10,0,4,10,40,11,27,13,8,10,0,0,0,0,9,26,5,0,50,0,0,35,0,18,8,14126
"Bulgarian","Eurasia",11,6,6,0,18,10,21,51,0,16,0,17,13,69,0,16,10,6,20,45,20,0,18,0,27,28,18,0,33,0,80,15,82,0,23942
"German","Eurasia",5,0,2,0,0,2,6,8,0,0,0,0,0,10,4,2,0,0,3,0,0,0,0,0,6,1,3,2,0,1,3,0,7,0,5126
"Romanian","Eurasia",8,0,4,3,5,8,13,14,0,0,0,12,0,23,4,13,4,0,4,0,3,0,3,6,14,0,3,7,8,0,27,10,8,4,8824
"Russian","Eurasia",7,8,13,0,8,9,45,38,0,0,7,7,0,49,0,38,18,6,17,0,5,0,8,7,22,16,12,0,16,0,57,0,45,0,21191
"Russian","Eurasia",7,8,13,0,8,9,44,39,0,0,8,7,0,51,0,35,18,6,18,5,0,0,8,7,20,17,14,0,17,0,57,5,43,0,21415
"Amharic","Africa",6,10,11,0,5,4,8,14,3,0,8,8,4,23,7,10,0,0,3,4,4,0,6,5,7,0,15,0,5,5,13,0,7,4,7757
"Bengali","Eurasia",25,0,11,9,11,4,12,12,4,0,15,12,0,60,5,18,6,7,0,0,7,0,5,11,13,0,0,0,0,0,19,0,12,6,13760
"French","Eurasia",29,10,10,9,15,0,30,28,0,0,0,30,0,83,8,59,8,0,11,0,7,0,15,13,19,8,35,0,11,9,40,0,27,9,29937
"Mandarin Chinese","Eurasia",9,13,6,6,17,0,15,76,6,0,10,24,9,93,0,23,0,8,23,18,13,0,0,7,27,20,15,0,7,0,23,0,22,20,18858
"Icelandic","Eurasia",10,0,0,4,0,4,12,22,0,0,11,15,18,49,0,12,8,3,17,4,16,0,0,6,10,4,8,6,7,4,30,0,19,0,9215
"Mandarin Chinese","Eurasia",12,15,8,25,14,20,19,141,10,8,15,70,12,226,0,35,17,9,111,17,17,0,0,18,29,30,21,11,22,0,75,0,24,14,37821
"Mandarin Chinese","Eurasia",13,3,0,0,7,5,4,29,0,0,0,0,0,37,0,5,5,3,14,3,11,0,0,0,15,5,7,0,4,0,14,0,9,3,9163
"Danish","Eurasia",2,0,0,0,0,0,4,8,0,0,0,1,0,5,0,21,0,0,2,0,0,0,1,0,6,0,6,0,0,0,6,0,4,1,5423
"Danish","Eurasia",19,0,7,5,4,6,7,23,0,6,9,6,7,32,6,0,6,0,16,4,13,0,0,0,12,11,12,3,4,0,12,0,24,0,12409
"Biatah Bidayuh","Papunesia",25,17,7,4,26,8,9,31,0,5,0,13,5,112,4,8,7,0,24,0,21,0,10,8,20,6,5,4,22,18,55,0,13,17,20566
"German","Eurasia",13,0,0,0,0,0,4,9,0,0,6,0,0,10,5,10,0,0,3,0,6,0,5,5,3,4,5,0,0,4,18,0,8,0,6716
"Spanish","Eurasia",16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8964
"Portuguese","Eurasia",39,13,0,15,22,0,48,28,0,0,17,29,9,74,0,42,37,12,14,0,14,0,8,0,13,17,49,8,26,0,78,8,40,8,25153
"Portuguese","Eurasia",40,12,8,15,21,0,47,26,0,0,16,26,9,74,0,39,36,12,14,0,15,0,8,0,11,17,49,9,26,0,83,0,39,0,25201
"Amharic","Africa",12,5,3,0,3,3,19,13,3,0,8,10,4,33,3,7,7,2,3,3,4,0,5,0,9,0,0,0,11,3,20,9,11,0,8229
"Marathi","Eurasia",21,0,6,0,11,3,7,19,6,0,5,23,4,32,8,23,7,0,4,0,0,0,0,8,9,4,3,3,0,0,11,0,10,0,12714
"Modern Hebrew","Eurasia",2,3,4,0,3,0,17,9,5,0,6,0,2,48,2,10,0,2,15,2,0,0,0,2,7,8,3,2,3,0,13,0,8,2,5071
"Polish","Eurasia",10,3,5,0,3,0,9,13,3,4,0,8,0,12,7,14,5,0,8,0,0,0,3,0,4,5,8,0,15,0,19,0,50,0,8327
"French","Eurasia",2,0,2,0,2,6,6,11,1,3,5,8,0,7,0,30,0,0,4,0,1,0,5,0,8,0,4,0,3,0,8,0,7,0,7726
"Kannada","Eurasia",26,4,7,0,13,0,57,74,15,21,7,0,0,121,9,15,13,5,41,0,0,0,0,18,11,20,0,42,9,0,59,7,11,4,26523
"French","Eurasia",19,9,9,0,0,0,26,21,0,0,12,21,0,46,9,49,11,0,0,0,13,0,11,8,14,0,19,0,0,0,25,0,23,10,25089
"German","Eurasia",20,5,0,9,18,26,8,24,0,5,13,13,0,71,3,4,0,0,43,3,11,0,5,0,13,8,18,0,8,0,11,0,14,6,15599
"French","Eurasia",14,4,8,7,7,4,11,22,0,4,5,18,0,38,0,25,4,0,8,0,0,0,7,6,11,5,24,0,7,4,10,0,21,0,14934
"German","Eurasia",20,0,4,0,5,6,15,21,4,6,5,11,5,35,0,10,7,4,9,0,4,0,7,7,12,6,18,5,4,4,18,4,18,0,13752
"German","Eurasia",21,0,5,0,5,6,15,21,0,6,5,12,6,31,0,10,9,0,10,0,6,0,7,8,20,6,18,5,4,4,19,5,18,0,13817
"German","Eurasia",19,0,4,0,5,6,14,22,0,6,5,9,4,36,4,11,9,0,10,0,5,0,6,8,14,6,15,5,4,0,15,5,19,3,13320
